time,actionName,score,cost,distanceCost,totalCost,hunger,sleep,money,inventory0.00,Eat,0.74,0.20,0.00,0.20,49.00,51.00,10.00,0.00
4.85,Work,1.00,0.40,0.00,0.00,20.00,50.00,20.00,60.00
time,actionName,score,cost,distanceCost,totalCost,hunger,sleep,money,inventory0.00,Work,1.00,0.40,0.00,0.00,49.00,51.00,10.00,0.00
3.18,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,10.00
3.44,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,30.00
3.57,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,60.00
3.65,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,90.00
3.88,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
5.12,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,10.00,100.00
5.20,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,10.00,100.00
5.40,Work,1.00,0.40,0.00,0.00,51.00,49.00,30.00,20.00
5.98,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.60,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.71,Work,0.99,0.40,0.00,0.00,51.00,49.00,50.00,0.00
11.33,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,20.00
11.39,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,40.00
11.47,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,60.00
11.57,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,90.00
11.63,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
14.11,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
14.17,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
14.28,Work,0.99,0.40,0.00,0.00,52.00,48.00,70.00,20.00
14.85,Work,0.99,0.40,0.00,0.00,52.00,48.00,70.00,50.00
19.93,Work,0.99,0.40,0.00,0.00,53.00,47.00,70.00,80.00
20.03,DropOffResource,1.00,0.30,0.00,0.00,53.00,47.00,70.00,100.00
22.48,DropOffResource,1.00,0.30,0.00,0.00,54.00,46.00,70.00,100.00
22.55,DropOffResource,1.00,0.30,0.00,0.00,54.00,46.00,70.00,100.00
22.64,DropOffResource,1.00,0.30,0.00,0.00,54.00,46.00,70.00,100.00
22.72,DropOffResource,1.00,0.30,0.00,0.00,54.00,46.00,70.00,100.00
22.79,DropOffResource,1.00,0.30,0.00,0.00,54.00,46.00,70.00,100.00
22.87,DropOffResource,1.00,0.30,0.00,0.00,54.00,46.00,70.00,100.00
22.97,Work,0.98,0.40,0.00,0.00,54.00,46.00,90.00,20.00
23.53,Work,0.98,0.40,0.00,0.00,54.00,46.00,90.00,30.00
time,actionName,score,cost,distanceCost,totalCost,hunger,sleep,money,inventory0.00,Work,1.00,0.40,0.00,0.00,49.00,51.00,10.00,0.00
3.10,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,10.00
3.39,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,30.00
3.51,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,40.00
3.60,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,80.00
3.67,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.93,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
5.01,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
5.08,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,10.00,100.00
5.14,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,10.00,100.00
5.22,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,10.00,100.00
5.31,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,10.00,100.00
5.40,Work,1.00,0.40,0.00,0.00,51.00,49.00,30.00,30.00
5.98,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.46,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.56,Work,0.99,0.40,0.00,0.00,51.00,49.00,50.00,0.00
11.22,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,30.00
11.29,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,60.00
11.39,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,80.00
11.57,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
14.05,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
14.12,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
14.18,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
14.31,Work,0.99,0.40,0.00,0.00,52.00,48.00,70.00,10.00
14.89,Work,0.99,0.40,0.00,0.00,52.00,48.00,70.00,40.00
time,actionName,score,cost,distanceCost,totalCost,hunger,sleep,money,inventory0.00,Work,1.00,0.40,0.00,0.00,49.00,51.00,10.00,0.00
3.09,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,10.00
3.27,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,60.00
3.33,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,70.00
3.45,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
time,actionName,score,cost,distanceCost,totalCost,hunger,sleep,money,inventory0.00,Work,1.00,0.40,0.00,0.00,49.00,51.00,10.00,0.00
3.23,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,10.00
3.38,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,20.00
3.62,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,50.00
3.80,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,90.00
4.00,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
time,actionName,score,cost,distanceCost,totalCost,hunger,sleep,money,inventory0.00,Work,1.00,0.40,0.00,0.00,49.00,51.00,10.00,0.00
3.13,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,10.00
3.30,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,50.00
3.36,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,70.00
3.45,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.57,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.68,Work,1.00,0.40,0.00,0.00,50.00,50.00,30.00,20.00
5.23,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.06,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.19,Work,0.99,0.40,0.00,0.00,51.00,49.00,50.00,0.00
10.81,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,10.00
10.96,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,30.00
11.03,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,70.00
11.13,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
13.55,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
13.62,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
13.68,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
13.79,Work,0.99,0.40,0.00,0.00,52.00,48.00,70.00,20.00
14.31,Work,0.99,0.40,0.00,0.00,52.00,48.00,70.00,60.00
19.41,Work,0.99,0.40,0.00,0.00,53.00,47.00,70.00,80.00
19.49,DropOffResource,1.00,0.30,0.00,0.00,53.00,47.00,70.00,100.00
time,actionName,score,cost,distanceCost,totalCost,hunger,sleep,money,inventory0.00,Work,1.00,0.40,0.00,0.00,49.00,51.00,10.00,0.00
3.16,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,10.00
3.25,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,30.00
3.33,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,70.00
3.39,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,80.00
3.48,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.54,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.61,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.77,Work,1.00,0.40,0.00,0.00,50.00,50.00,30.00,30.00
5.32,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.10,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.20,Work,0.99,0.40,0.00,0.00,51.00,49.00,50.00,0.00
10.93,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,30.00
11.12,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,50.00
11.18,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
time,actionName,score,cost,distanceCost,totalCost,hunger,sleep,money,inventory0.00,Work,1.00,0.40,0.00,0.00,49.00,51.00,10.00,0.00
3.20,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,10.00
3.34,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,20.00
3.39,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,30.00
3.48,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,50.00
3.53,Work,1.00,0.40,0.00,0.00,50.00,50.00,10.00,90.00
3.61,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.65,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.71,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.77,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.83,DropOffResource,1.00,0.30,0.00,0.00,50.00,50.00,10.00,100.00
4.97,Work,1.00,0.40,0.00,0.00,50.00,50.00,30.00,40.00
5.51,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.18,DropOffResource,1.00,0.30,0.00,0.00,51.00,49.00,30.00,100.00
7.28,Work,0.99,0.40,0.00,0.00,51.00,49.00,50.00,0.00
10.81,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,20.00
10.85,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,30.00
10.91,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,70.00
10.95,Work,0.99,0.40,0.00,0.00,52.00,48.00,50.00,90.00
10.99,DropOffResource,1.00,0.30,0.00,0.00,52.00,48.00,50.00,100.00
